lng,lat,pi,dst,sid,stn,dsts,types
-107.94375,36.0520833333333,411,vertebrate fauna,13672,"Casa Chiquita,  San Juan Co., NM","geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-107.94375,36.0520833333333,411,geochronologic,13672,"Casa Chiquita,  San Juan Co., NM","geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-0.011111111110999161,36.0561111111111,411,vertebrate fauna,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-106.041666666667,31.9166666666667,663,vertebrate fauna,13689,Hueco Tanks,"geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-114.47067,35.03225,663,geochronologic,13696,Oatman,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-114.47067,35.03225,663,vertebrate fauna,13696,Oatman,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-89.19993,38.923845,1448,ostracode surface sample,13752,Racoon Creek,"ostracode surface sample,
 water chemistry",2
-87.883645,40.061620000000005,1448,water chemistry,13758,Salt Fork,"ostracode surface sample,
 water chemistry",2
-90.12851,36.728585,1448,ostracode surface sample,13795,Otter Slough,"water chemistry,
 ostracode surface sample",2
-121.97221,43.743305,8627,diatom surface sample,13801,Charlton Lake,"water chemistry,
 diatom surface sample",2
-124.09550999999999,47.061965,644,water chemistry,13810,Ocean Side St. Park Pond,"ostracode surface sample,
 water chemistry",2
-104.159975,36.88082,644,ostracode surface sample,13841,Unnmed Spring E. Raton,"water chemistry,
 ostracode surface sample",2
-109.97,72.29,40,diatom surface sample,13560,Lake WB02,"water chemistry,
 diatom surface sample",2
-109.97,72.26,40,diatom surface sample,13562,Lake WB03,"water chemistry,
 diatom surface sample",2
-94.75,72.02,40,water chemistry,13564,Lake CI11,"diatom surface sample,
 water chemistry",2
-83.96571499999999,45.293695,684,ostracode surface sample,2658,Lost Lake,"water chemistry,
 ostracode surface sample",2
-82.86388,43.60373,141,testate amoebae,13582,Minden Bog,testate amoebae,1
-86.10236499999999,42.19091,684,ostracode surface sample,13587,Shafer Lake,"ostracode surface sample,
 water chemistry",2
-95.07,69.9,40,diatom,13572,Lake JR01,"water chemistry,
 diatom surface sample,
 geochronologic,
 diatom",4
-83.879415,40.494475,684,ostracode surface sample,13622,Indian Lake,"water chemistry,
 ostracode surface sample",2
-138.08800000000002,61.0195,40,geochronologic,13644,Upper Fly Lake,"pollen,
 geochronologic",2
-161.85564,67.957655,4832,geochronologic,13664,"Kangiguksuk, [XBM-012]","vertebrate fauna,
 geochronologic",2
-107.8895833333335,36.03750000166665,411,plant macrofossil,13668,Gallo Wash,"geochronologic,
 plant macrofossil",2
-107.732222222222,35.9888888888889,411,geochronologic,13669,Chacra Mesa,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-107.732222222222,35.9888888888889,411,vertebrate fauna,13669,Chacra Mesa,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-107.9625,36.05402777777775,411,geochronologic,13670,"Werito's Rincon, Chaco Canyon, San Juan Co., NM","vertebrate fauna,
 geochronologic,
 plant macrofossil",3
-106.041666666667,31.9166666666667,663,plant macrofossil,13689,Hueco Tanks,"geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-114.47067,35.03225,663,plant macrofossil,13696,Oatman,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-119.00855,37.6185,644,water chemistry,13737,Lower Twin Lake,"water chemistry,
 ostracode surface sample",2
-89.19993,38.923845,1448,water chemistry,13752,Racoon Creek,"ostracode surface sample,
 water chemistry",2
-88.294735,40.67844,1448,ostracode surface sample,13756,Turtle Pond,"water chemistry,
 ostracode surface sample",2
-88.380245,41.833709999999996,1448,water chemistry,13772,Nelson Lake,"ostracode surface sample,
 water chemistry",2
-88.84133,37.260419999999996,1448,water chemistry,13792,Mermet Reservoir,"ostracode surface sample,
 water chemistry",2
-153.996735,57.54282499999999,4645,vertebrate fauna,13813,Larsen Bay [KAR-00029],vertebrate fauna,1
-89.07777777777778,41.22333333333333,166,geochronologic,6152,Tonica Thermokarst,"insect,
 geochronologic",2
-63.64417666666665,44.63814,314,diatom,11882,First Chain Lake,diatom,1
-63.596765,44.918475,314,diatom,11886,Shubenacadie Grand Lake,diatom,1
-63.703075,44.64305,7345,water chemistry,11893,Governor Lake,water chemistry,1
-63.553595,44.691745,314,diatom,11899,Lake MicMac ,diatom,1
-112.601805,63.21661,1524,water chemistry,12972,TK-33,"diatom surface sample,
 water chemistry",2
-114.0223333,62.55983333,1524,diatom surface sample,12977,TK-38,"water chemistry,
 diatom surface sample",2
-113.89,62.54583333,1524,diatom surface sample,12981,TK-42,"water chemistry,
 diatom surface sample",2
-113.8505,62.67816667,1524,water chemistry,12986,TK-47,"diatom surface sample,
 water chemistry",2
-111.7056667,63.5485,1524,diatom surface sample,12990,TK-51,"water chemistry,
 diatom surface sample",2
-110.3702778,64.17027778,313,diatom surface sample,13016,RP-75,"water chemistry,
 diatom surface sample",2
-74.81,39.155472167,6452,water chemistry,13032,Clint Millpond,"diatom surface sample,
 water chemistry",2
-74.83316500000001,41.240809999999996,6452,water chemistry,13039,Kittatinny Camp Lake,"diatom surface sample,
 water chemistry",2
-73.478405,41.684405,3715,diatom surface sample,13055,Hatch Pond ,diatom surface sample,1
-64.65166500000001,65.27168499999999,4277,diatom surface sample,13059,B94-11,"water chemistry,
 diatom surface sample",2
-74.30426,40.737449999999995,6452,water chemistry,13028,Campbells Pond,"water chemistry,
 diatom surface sample",2
-74.900588531,39.805665323,6452,diatom surface sample,13071,Flamingo Lake,"water chemistry,
 diatom surface sample",2
-65.12,61.68,4277,water chemistry,13092,B94-66,"diatom surface sample,
 water chemistry",2
-85.99,72.29,4277,water chemistry,13123,B95-13,"diatom surface sample,
 water chemistry",2
-89.97179,46.105504999999994,644,ostracode surface sample,13129,Sandy Beach Lake,"water chemistry,
 ostracode surface sample",2
-71.306975,43.472545,3715,diatom surface sample,13131,Sunset Lake,diatom surface sample,1
-72.35437,44.44386,3715,diatom surface sample,13148,East Long Pond ,diatom surface sample,1
-91.34093,46.14987,644,water chemistry,13156,Pacwawong Lake,"ostracode surface sample,
 water chemistry",2
-70.65,69.76,4277,diatom surface sample,13169,B95-52,"water chemistry,
 diatom surface sample",2
-93.65,75.22,40,diatom surface sample,13519,Lake CI33,"water chemistry,
 diatom surface sample",2
-93.52,74.91,40,water chemistry,13523,Lake CI32,"water chemistry,
 diatom surface sample",2
-77.10033,42.44436,684,water chemistry,13526,Waneta Lake,"ostracode surface sample,
 water chemistry",2
-109.83,72.29,40,diatom surface sample,13559,Lake WB05,"diatom surface sample,
 water chemistry",2
-109.94,72.28,40,water chemistry,13561,Lake WB04,"diatom surface sample,
 water chemistry",2
-113.78,71.34,40,diatom surface sample,13567,Lake KR02,"water chemistry,
 geochronologic,
 diatom,
 diatom surface sample",4
-79.45728,39.455685,684,water chemistry,13591,Lake Herrington,"ostracode surface sample,
 water chemistry",2
-85.10691,40.720465000000004,684,ostracode surface sample,13615,Kunkel Lake,"water chemistry,
 ostracode surface sample",2
-119.519665,48.882554999999996,6413,ostracode surface sample,13634,Wannacut Lake,"water chemistry,
 ostracode surface sample",2
-112.077,69.807,40,pollen,13645,Lake MB01,pollen,1
-149.14403950000002,63.999136500000006,92,insect,13656,Landslide Bluff,insect,1
-120.2205,41.382000000000005,6430,geochronologic,13658,Patterson Lake,"pollen,
 geochronologic",2
-107.8895833333335,36.03750000166665,411,geochronologic,13668,Gallo Wash,"geochronologic,
 plant macrofossil",2
-107.8895833333335,36.03750000166665,411,geochronologic,13668,Gallo Wash,"geochronologic,
 plant macrofossil",2
-107.9625,36.05402777777775,411,plant macrofossil,13670,"Werito's Rincon, Chaco Canyon, San Juan Co., NM","vertebrate fauna,
 geochronologic,
 plant macrofossil",3
-106.041666666667,31.9166666666667,663,vertebrate fauna,13689,Hueco Tanks,"geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-75.525683,39.736583,448,diatom,13713,Brandywine River,diatom,1
-106.255405,41.37778,8873,geochronologic,13714,East Glacier Lake,"loss-on-ignition,
 geochronologic,
 pollen",3
-104.342015,33.351839999999996,644,water chemistry,13716,Lazy Lagoon,"ostracode surface sample,
 water chemistry",2
-106.8688,38.82488,2195,geochronologic,13755,Cement Creek Cave,"vertebrate fauna,
 geochronologic,
 specimen stable isotope",3
-87.29,40.06,1448,ostracode surface sample,13757,Jordan Creek,"water chemistry,
 ostracode surface sample",2
-88.38949,40.20196,1448,water chemistry,13762,Sangamon River,"ostracode surface sample,
 water chemistry",2
-158.39078,59.975044999999994,6304,vertebrate fauna,13784,Tikchik [DIL-00001] [TUK-SHIK-HA-MUT],vertebrate fauna,1
-89.338505,34.733075,1448,water chemistry,13789,Lake Chewalla,"water chemistry,
 ostracode surface sample",2
-74.228125,40.99932,9373,geochronologic,14255,Lower Blauvelt Lake,"loss-on-ignition,
 diatom,
 water chemistry,
 geochronologic",4
-93.36234999999999,44.35577,5125,pollen surface sample,13355,Dudley,pollen surface sample,1
-88.45737,42.997479999999996,684,water chemistry,13359,Hunters Lake,"water chemistry,
 ostracode surface sample",2
-121.50548,53.64545,6287,pollen,13376,Gerry Lake,pollen,1
-121.80419,45.35083,8627,diatom surface sample,13378,Burnt Lake,"water chemistry,
 diatom surface sample",2
-121.92492,43.929114999999996,8627,water chemistry,13379,Mink Lake,"diatom surface sample,
 water chemistry",2
7.976389,46.598611,393,pollen,13386,Älbi Flue,"testate amoebae,
 pollen",2
5.075556,51.888056,8809,plant macrofossil,13398,Leerdam,"pollen,
 geochronologic,
 plant macrofossil",3
-121.44056,47.550145,8627,diatom surface sample,13414,Sphagnum Lake,"water chemistry,
 diatom surface sample",2
-121.66,46.91833,8627,water chemistry,13437,Shadow Lake,"diatom surface sample,
 water chemistry",2
6.094722,51.578611,779,geochronologic,13446,Bosscherheide,"pollen,
 geochronologic",2
6.094722,51.578611,779,pollen,13446,Bosscherheide,"pollen,
 geochronologic",2
25.36871,71.074485,601,geochronologic,13476,Liten Cap’pesjav’ri,"pollen,
 loss-on-ignition,
 geochronologic,
 plant macrofossil",4
-133.80601000000001,60.073494999999994,132,geochronologic,13480,Marcella Lake,"pollen,
 geochronologic",2
29.295155,70.69954,601,loss-on-ignition,13481,Over Kobbkrokvatnet,"plant macrofossil,
 geochronologic,
 pollen,
 loss-on-ignition",4
-83.52,79.72,40,water chemistry,13502,Lake HW07,"diatom surface sample,
 water chemistry",2
-94.67872,75.402525,40,water chemistry,13517,Lake CI34,"water chemistry,
 diatom surface sample",2
-94.67872,75.402525,40,diatom surface sample,13517,Lake CI34,"water chemistry,
 diatom surface sample",2
-109.87,72.29,40,water chemistry,13545,Lake WB07,"diatom surface sample,
 water chemistry",2
-71.07605000000001,43.885215,684,ostracode surface sample,13551,Long Pond [Long Lake],"ostracode surface sample,
 water chemistry",2
-109.99228500000001,72.293025,40,water chemistry,13558,Lake WB01,"diatom surface sample,
 water chemistry",2
-94.87,72.01,40,diatom surface sample,13565,Like CI10,"water chemistry,
 diatom surface sample",2
-113.81793,71.363225,7126,diatom surface sample,13566,Lake KR07,diatom surface sample,1
-0.011111111110999161,36.0561111111111,411,vertebrate fauna,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-107.1,33.2944444444444,663,plant macrofossil,13677,Fra Cristobal,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-106.7125,34.9333333333333,663,geochronologic,13678,Isleta,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-112.283333333333,32.4,663,geochronologic,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-121.90838500000001,47.26433,644,ostracode surface sample,13652,Walker Lake,"water chemistry,
 ostracode surface sample",2
174.03361999999998,52.733594999999994,6441,vertebrate fauna,13833,ATU-00003 [Shemya 1],vertebrate fauna,1
-81.30684,41.68442,4715,water chemistry,13855,Mentor Marsh,water chemistry,1
-121.878375,41.990854999999996,644,water chemistry,13865,Indian Tom Lake,"ostracode surface sample,
 water chemistry",2
-120.21995,42.615700000000004,644,ostracode surface sample,8560,Lake Abert,"ostracode surface sample,
 water chemistry",2
-157.777388,59.908233,92,geochronologic,13875,Nuyakuk Site,"insect,
 geochronologic",2
-67.57203,48.30571,314,diatom,13881,Lac Humqui,"water chemistry,
 diatom",2
-65.41279,48.710435000000004,85,geochronologic,13899,Lac Triangle,"plant macrofossil,
 geochronologic,
 pollen",3
-118.7535,43.09,151,pollen,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.7535,43.09,151,plant macrofossil,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.804355,43.10736,151,pollen,13907,"Nolf Crater, Diamond Craters","vertebrate fauna,
 plant macrofossil,
 geochronologic,
 pollen",4
-92.30121,45.523215,9066,diatom,13908,Big Round Lake,diatom,1
-90.51739,45.970205,9066,diatom,13911,Butternut Lake,diatom,1
-78.0666666666667,45.05,314,water chemistry,13933,Bigwind Lake,"diatom,
 water chemistry",2
-78.7166666666667,45.1833333333333,314,diatom,13941,Clear Lake,"diatom,
 water chemistry",2
-78.4833333333333,45.1333333333333,314,water chemistry,13946,Eagle Lake,"diatom,
 water chemistry",2
-104.991666666667,30.6166666666667,663,geochronologic,13958,"Bennett Ranch, Presidio Co., TX","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-71.45508,4.659645,422,pollen,13967,Laguna El Piñal,"geochronologic,
 pollen",2
-71.44083,4.59408,9111,pollen,13970,Laguna Chenevo,pollen,1
-67.873205,-14.48093,6947,pollen,13976,Lake Santa Rosa,"charcoal,
 geochronologic,
 pollen",3
-112.79878777777799,31.99493833333335,411,vertebrate fauna,13985,"Twin Peaks, AZ",vertebrate fauna,1
-112.79878777777799,31.99493833333335,411,vertebrate fauna,13985,"Twin Peaks, AZ",vertebrate fauna,1
-76.606165,2.474535,422,pollen,14030,Pantano de Genagra,"geochronologic,
 pollen",2
-127.26146,50.607074999999995,948,geochronologic,14032,Misty Lake,"pollen,
 geochronologic",2
-90.10374999999999,38.6867,6583,geochronologic,8585,Horseshoe Lake,"geochronologic,
 pollen",2
-94.23170999999999,47.30775,6390,testate amoebae,14045,Hole Bog,"geochronologic,
 testate amoebae",2
-96.10119,44.353285,684,ostracode surface sample,14069,Dead Coon Spring,ostracode surface sample,1
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,vertebrate fauna,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-91.500597,42.990381,166,geochronologic,14076,Roberts Creek,geochronologic,1
-135.949835,58.7099,34,geochronologic,14081,Spokane Cove (Fritz et al 2004),"diatom,
 geochronologic,
 water chemistry",3
-120.06134499999999,34.27818,6672,geochronologic,14071,ODP Hole 893A,geochronologic,1
-74.15686,4.99445,7265,pollen,14101,Páramo de Agua Blanca,"geochronologic,
 pollen",2
-137.64618,58.61110111,34,diatom,14143,Paps (Fritz et al 2004),"geochronologic,
 diatom,
 water chemistry",3
-111.048,31.566499999999998,9330,pollen,14150,Tumacacori,pollen,1
-93.77893,49.67539,608,water chemistry,14170,ELA 115 (Enache et al 2011),"diatom,
 water chemistry",2
-93.93023,49.681565,608,water chemistry,14176,ELA 150 (Enache et al 2011),"diatom,
 water chemistry",2
-93.799295,49.743534999999994,608,water chemistry,14182,ELA 373 (Enache et al 2011),"diatom,
 water chemistry",2
-106.595833333333,33.1833333333333,663,geochronologic,14206,"Tip Top, Sierra Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-120.65634,48.482075,8639,water chemistry,14210,Stiletto Lake,water chemistry,1
-123.992475,44.983375,34,geochronologic,14224,Devil's Lake,geochronologic,1
-117.309845,45.17828,3542,water chemistry,14244,Mirror Lake,"loss-on-ignition,
 water chemistry,
 diatom",3
-118.72203999999999,38.69591,1870,water chemistry,14247,Walker Lake,"ostracode surface sample,
 water chemistry",2
-117.35,38.88,9401,ostracode surface sample,14250,Veg Spring,"ostracode surface sample,
 water chemistry",2
-65.51714000000001,63.604200000000006,4277,water chemistry,13175,B96-02,"diatom surface sample,
 water chemistry",2
-62.9,66.95,4277,diatom surface sample,13180,B96-07,"water chemistry,
 diatom surface sample",2
-74.45971,40.88084,6452,diatom surface sample,13204,Rainbow Lakes ,"water chemistry,
 diatom surface sample",2
-75.136425,39.789173,6452,water chemistry,13210,Monongahela Lake ,"diatom surface sample,
 water chemistry",2
-75.07338,41.003095,6452,water chemistry,13219,Sunfish Pond ,"diatom surface sample,
 water chemistry",2
-74.335456396,41.1674289,6452,diatom surface sample,13232,Greenwood Lake ,"water chemistry,
 diatom surface sample",2
-62.9,66.95,4277,water chemistry,13234,B96-08,"diatom surface sample,
 water chemistry",2
-74.455625,40.63544,6452,water chemistry,13240,Watchung Lake ,"diatom surface sample,
 water chemistry",2
-74.412665,40.834410000000005,6452,diatom surface sample,13209,Bee Meadow Pond ,"water chemistry,
 diatom surface sample",2
-74.394,41.139,6452,water chemistry,13250,Terrace Pond,"diatom surface sample,
 water chemistry",2
-123.786455,47.899035,8641,diatom,13280,Hoh Lake,"water chemistry,
 diatom surface sample,
 diatom",3
13.557865,62.324285,8710,geochronologic,13335,Styggtjärnen,"plant macrofossil,
 geochronologic,
 pollen",3
-88.61189,42.979749999999996,684,water chemistry,13352,Rome Pond [Rome Mill Pond],"ostracode surface sample,
 water chemistry",2
-98.94848999999999,44.468855000000005,5125,pollen surface sample,13364,Jones Lake,pollen surface sample,1
-97.060305,43.68058,5125,pollen surface sample,13365,Lost Lake,pollen surface sample,1
13.583333,68.133333,1176,geochronologic,13381,Donvold,"testate amoebae,
 pollen,
 geochronologic",3
10.398245,62.331455000000005,741,geochronologic,13383,Lake Flåfattjønna,"pollen,
 loss-on-ignition,
 charcoal,
 geochronologic",4
7.976389,46.598611,1283,geochronologic,13386,Älbi Flue,geochronologic,1
5.075556,51.888056,8809,pollen,13398,Leerdam,"pollen,
 geochronologic,
 plant macrofossil",3
-121.34580500000001,46.68535,8627,diatom surface sample,13413,Shellrock Lake,"water chemistry,
 diatom surface sample",2
-122.20222,43.5675,8627,diatom surface sample,13435,Lake Notasha,"water chemistry,
 diatom surface sample",2
-121.73,46.76667,8627,water chemistry,13436,Reflection Lake B,"diatom surface sample,
 water chemistry",2
-121.59667,46.91667,8627,water chemistry,13439,Sunrise Lake,"diatom surface sample,
 water chemistry",2
14.130556,50.386667,8830,geochronologic,13450,Vrbka,"charcoal,
 pollen,
 plant macrofossil,
 geochronologic",4
14.115556,50.379444,8830,charcoal,13451,Zahájí,"plant macrofossil,
 testate amoebae,
 geochronologic,
 charcoal,
 pollen",5
14.115556,50.379444,8830,pollen,13451,Zahájí,"plant macrofossil,
 testate amoebae,
 geochronologic,
 charcoal,
 pollen",5
-84.17844,44.988225,684,ostracode surface sample,13466,Lake Fifteen,"water chemistry,
 ostracode surface sample",2
-86.10236499999999,42.19091,684,water chemistry,13587,Shafer Lake,"ostracode surface sample,
 water chemistry",2
-85.94593499999999,42.292495,684,ostracode surface sample,13588,School Section Lake,"water chemistry,
 ostracode surface sample",2
-85.9678,41.08377,684,ostracode surface sample,13595,Loon Lake,"ostracode surface sample,
 water chemistry",2
-119.30096499999999,52.11139,6287,geochronologic,13625,Eleanor Lake,"plant macrofossil,
 pollen,
 loss-on-ignition,
 geochronologic",4
-107.8895833333335,36.03750000166665,411,plant macrofossil,13668,Gallo Wash,"geochronologic,
 plant macrofossil",2
-0.011111111110999161,36.0561111111111,411,plant macrofossil,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-112.283333333333,32.4,663,vertebrate fauna,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-66.082055,44.053325,314,diatom,13691,Cornings Lake,diatom,1
-105.975,31.7125,663,vertebrate fauna,13693,"Hueco Mountains, TX","plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-75.392017,39.049967,8611,diatom,13699,Murderkill River,diatom,1
-165.47751,64.53878499999999,8946,geochronologic,13703,"Snake River Sandspit, [NOM-146]","geochronologic,
 vertebrate fauna",2
-163.440205,65.80523,4619,vertebrate fauna,13712,"Trail Creek Caves, [BEN-001]","vertebrate fauna,
 geochronologic",2
-85.01373,54.33219,314,water chemistry,13754,Spruce Lake,"diatom,
 water chemistry",2
-87.897405,40.154585,1448,ostracode surface sample,13759,Stony Creek,"water chemistry,
 ostracode surface sample",2
-89.86765,40.465035,1448,water chemistry,13777,Spring Lake,"ostracode surface sample,
 water chemistry",2
-174.2035,52.219854999999995,6564,vertebrate fauna,13778,ATK-003 [Waterfall Site] [Atxa'Lax],vertebrate fauna,1
173.15135500000002,52.962525,6564,vertebrate fauna,13779,"Chichagof Harbor, [ATU-00008], [Attu]",vertebrate fauna,1
-90.12851,36.728585,1448,ostracode surface sample,13795,Otter Slough,"water chemistry,
 ostracode surface sample",2
37.6839166666667,-3.307825,9016,modern biochemistry,13802,Lake Challa Savannah,modern biochemistry,1
-104.48033,37.15,644,ostracode surface sample,13836,SP PL10 SE,"water chemistry,
 ostracode surface sample",2
-115.084145,37.22086,644,ostracode surface sample,13839,Lower Pahranagat Lake,"water chemistry,
 ostracode surface sample",2
-68.06202,-21.618495000000003,7384,diatom surface sample,13878,Laguna Honda,"water chemistry,
 diatom surface sample",2
-153.125135,57.138525,6288,vertebrate fauna,13890,"KOD-00450, [Refuge Rock], [Awa'Uq]",vertebrate fauna,1
-105.975,31.7125,663,geochronologic,13693,"Hueco Mountains, TX","plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-165.47751,64.53878499999999,8946,vertebrate fauna,13703,"Snake River Sandspit, [NOM-146]","geochronologic,
 vertebrate fauna",2
-163.440205,65.80523,4619,geochronologic,13712,"Trail Creek Caves, [BEN-001]","vertebrate fauna,
 geochronologic",2
-93.39322999999999,32.369075,644,ostracode surface sample,13725,Lake Bistineau,"water chemistry,
 ostracode surface sample",2
-95.128895,32.247865,644,ostracode surface sample,13726,Tyler Lake East,"ostracode surface sample,
 water chemistry",2
-96.74011,31.951285,644,ostracode surface sample,13727,Navarro Mills Lake,"water chemistry,
 ostracode surface sample",2
-97.363415,31.89774,644,water chemistry,13728,Lake Whitney Inlet,"ostracode surface sample,
 water chemistry",2
-88.19097,42.449655,1448,water chemistry,13769,Turner Lake,"ostracode surface sample,
 water chemistry",2
-88.20764,42.328395,1448,ostracode surface sample,13770,Lily Lake,"ostracode surface sample,
 water chemistry",2
-88.28934000000001,40.115335,1448,ostracode surface sample,13800,Kaufman Lake [Clear Lake],"water chemistry,
 ostracode surface sample",2
-107.34,44.05,6413,ostracode surface sample,13838,Sand Spring Tank,"water chemistry,
 ostracode surface sample",2
-152.825525,58.07697,6586,geochronologic,13851,AFG-012 [Afo-110],"geochronologic,
 vertebrate fauna",2
-154.468605,57.576679999999996,4622,vertebrate fauna,13859,"Karluk [KAR-00001], [New Karluk]","vertebrate fauna,
 geochronologic",2
-121.50490500000001,41.950199999999995,644,ostracode surface sample,13863,Lost River,"water chemistry,
 ostracode surface sample",2
-152.64971500000001,57.928309999999996,4646,vertebrate fauna,13874,Crag Point [KOD-044],vertebrate fauna,1
-158.601762,61.538452,691,insect,13901,Upper Kuskokwim Lowland,insect,1
-118.7535,43.09,151,pollen,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.7535,43.09,151,vertebrate fauna,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.7535,43.09,151,pollen,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-91.22617500000001,46.273165000000006,9066,diatom surface sample,13924,Lake Owen,diatom surface sample,1
-76.1166666666667,44.8666666666667,9099,diatom,13927,Lower Rideau Lake,"water chemistry,
 diatom",2
-79.4,44.9333333333333,314,water chemistry,13950,"Lake Muskoka, Gravenhurst Bay","diatom,
 water chemistry",2
-79.45,45.1666666666667,314,diatom,13956,"Three Mile Lake, Hammel Bay","water chemistry,
 diatom",2
-108.3202778,65.2675,313,diatom surface sample,13009,RP-68,"water chemistry,
 diatom surface sample",2
-72.05808,43.43363,3715,diatom surface sample,13046,Otter Pond ,diatom surface sample,1
-67.88,66.25,4277,water chemistry,13066,B94-20,"diatom surface sample,
 water chemistry",2
-74.24097499999999,40.411715,6452,diatom surface sample,13072,Lefferts Lake,"water chemistry,
 diatom surface sample",2
-71.875045,41.507485,3715,diatom surface sample,13096,Billings Lake ,diatom surface sample,1
-74.33,72.06,4277,water chemistry,13136,B95-24,"diatom surface sample,
 water chemistry",2
-75.181640214,39.346086451,6452,diatom surface sample,13170,Lummis Mill Pond ,"water chemistry,
 diatom surface sample",2
-70.40983,69.879415,4277,water chemistry,13171,B95-53,"diatom surface sample,
 water chemistry",2
-109.945933,34.551476,240,insect,13184,Joint Site,insect,1
-91.82556500000001,42.121939999999995,684,ostracode surface sample,13188,Pleasant Creek Lake,"water chemistry,
 ostracode surface sample",2
-74.495647614,40.966486577,6452,water chemistry,13191,Girl Scout Pond ,"water chemistry,
 diatom surface sample",2
-74.495647614,40.966486577,6452,diatom surface sample,13191,Girl Scout Pond ,"water chemistry,
 diatom surface sample",2
-74.22781754,41.137176009,6452,water chemistry,13198,Shepherd Lake ,"diatom surface sample,
 water chemistry",2
-74.735838332,40.965567887,6452,diatom surface sample,13200,Panther Lake ,"water chemistry,
 diatom surface sample",2
-74.408855,41.05968,6452,water chemistry,13036,Echo Lake,"diatom surface sample,
 water chemistry",2
-90.93047,46.58357,644,ostracode surface sample,13260,Lake Superior Marsh,"water chemistry,
 ostracode surface sample",2
-74.733,41.017,6452,diatom surface sample,13264,Lake Aeroflex,diatom surface sample,1
-123.786455,47.899035,8641,diatom surface sample,13280,Hoh Lake,"water chemistry,
 diatom surface sample,
 diatom",3
-121.450865,48.91808,8641,diatom surface sample,13282,Copper Lake,"water chemistry,
 diatom,
 diatom surface sample",3
-138.74448999999998,68.829105,8659,geochronologic,13288,Trout Lake,"pollen,
 geochronologic",2
-135.494387,65.58831,157,insect,13315,Hungry Creek,"geochronologic,
 insect",2
-90.769255,43.970095,5125,pollen surface sample,13341,Angelo,pollen surface sample,1
-139.825279,68.061733,840,geochronologic,13347,Old Crow CRH 32,"insect,
 geochronologic",2
-88.45737,42.997479999999996,684,ostracode surface sample,13359,Hunters Lake,"water chemistry,
 ostracode surface sample",2
-106.91045,37.74905,644,water chemistry,13853,Snow Shoe Mountain Seep,water chemistry,1
175.8284,52.402924999999996,6557,geochronologic,13870,Buldir [KIS-00008],geochronologic,1
-96.01162500000001,47.117495000000005,123,water chemistry,13891,Cucumber Lake,"diatom surface sample,
 water chemistry",2
-145.45452,60.52996,152,pollen,13897,Corser Bog,"geochronologic,
 pollen,
 plant macrofossil",3
-65.41279,48.710435000000004,85,pollen,13899,Lac Triangle,"plant macrofossil,
 geochronologic,
 pollen",3
-118.7535,43.09,151,plant macrofossil,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.7535,43.09,151,plant macrofossil,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
